"Date","Price","Open","High","Low","Change %"
"Nov 06, 2020","0.8420","0.8458","0.8479","0.8409","-0.40%"
"Nov 05, 2020","0.8454","0.8528","0.8539","0.8431","-0.86%"
"Nov 04, 2020","0.8527","0.8536","0.8618","0.8497","-0.08%"
"Nov 03, 2020","0.8534","0.8590","0.8596","0.8518","-0.64%"
"Nov 02, 2020","0.8589","0.8577","0.8605","0.8577","0.07%"
"Oct 30, 2020","0.8583","0.8566","0.8591","0.8543","0.21%"
"Oct 29, 2020","0.8565","0.8514","0.8584","0.8504","0.60%"
"Oct 28, 2020","0.8514","0.8478","0.8534","0.8476","0.44%"
"Oct 27, 2020","0.8477","0.8468","0.8480","0.8446","0.12%"
"Oct 26, 2020","0.8467","0.8433","0.8473","0.8431","0.44%"
"Oct 23, 2020","0.8430","0.8461","0.8484","0.8428","-0.35%"
"Oct 22, 2020","0.8460","0.8429","0.8466","0.8426","0.36%"
"Oct 21, 2020","0.8430","0.8458","0.8460","0.8417","-0.32%"
"Oct 20, 2020","0.8457","0.8497","0.8504","0.8445","-0.48%"
"Oct 19, 2020","0.8498","0.8532","0.8545","0.8479","-0.40%"
"Oct 16, 2020","0.8532","0.8541","0.8552","0.8513","-0.09%"
"Oct 15, 2020","0.8540","0.8512","0.8555","0.8504","0.33%"
"Oct 14, 2020","0.8512","0.8514","0.8533","0.8495","0.00%"
"Oct 13, 2020","0.8512","0.8465","0.8525","0.8462","0.57%"
"Oct 12, 2020","0.8464","0.8461","0.8485","0.8455","0.11%"
"Oct 09, 2020","0.8455","0.8504","0.8509","0.8451","-0.56%"
"Oct 08, 2020","0.8503","0.8502","0.8523","0.8487","0.02%"
"Oct 07, 2020","0.8501","0.8522","0.8529","0.8487","-0.23%"
"Oct 06, 2020","0.8521","0.8487","0.8524","0.8468","0.42%"
"Oct 05, 2020","0.8485","0.8536","0.8542","0.8476","-0.57%"
"Oct 02, 2020","0.8534","0.8512","0.8550","0.8510","0.28%"
"Oct 01, 2020","0.8510","0.8533","0.8535","0.8496","-0.25%"
"Sep 30, 2020","0.8531","0.8516","0.8558","0.8507","0.20%"
"Sep 29, 2020","0.8514","0.8572","0.8576","0.8513","-0.65%"
"Sep 28, 2020","0.8570","0.8593","0.8610","0.8561","-0.29%"
"Sep 25, 2020","0.8595","0.8569","0.8612","0.8558","0.35%"
"Sep 24, 2020","0.8565","0.8576","0.8601","0.8555","-0.10%"
"Sep 23, 2020","0.8574","0.8540","0.8583","0.8533","0.40%"
"Sep 22, 2020","0.8540","0.8496","0.8553","0.8493","0.54%"
"Sep 21, 2020","0.8494","0.8440","0.8525","0.8423","0.58%"
"Sep 18, 2020","0.8445","0.8440","0.8456","0.8424","0.07%"
"Sep 17, 2020","0.8439","0.8464","0.8521","0.8436","-0.27%"
"Sep 16, 2020","0.8462","0.8439","0.8483","0.8415","0.26%"
"Sep 15, 2020","0.8440","0.8429","0.8446","0.8403","0.18%"
"Sep 14, 2020","0.8425","0.8446","0.8454","0.8411","-0.18%"
"Sep 11, 2020","0.8440","0.8464","0.8466","0.8421","-0.26%"
"Sep 10, 2020","0.8462","0.8474","0.8475","0.8391","-0.12%"
"Sep 09, 2020","0.8472","0.8489","0.8509","0.8450","-0.21%"
"Sep 08, 2020","0.8490","0.8462","0.8500","0.8454","0.34%"
"Sep 07, 2020","0.8461","0.8451","0.8466","0.8439","0.19%"
"Sep 04, 2020","0.8445","0.8439","0.8489","0.8428","0.09%"
"Sep 03, 2020","0.8437","0.8438","0.8483","0.8428","0.04%"
"Sep 02, 2020","0.8434","0.8396","0.8459","0.8382","0.49%"
"Sep 01, 2020","0.8393","0.8378","0.8403","0.8325","0.19%"
"Aug 31, 2020","0.8377","0.8404","0.8415","0.8357","-0.25%"
"Aug 28, 2020","0.8398","0.8458","0.8467","0.8389","-0.71%"
"Aug 27, 2020","0.8458","0.8453","0.8502","0.8402","0.07%"
"Aug 26, 2020","0.8452","0.8450","0.8495","0.8446","0.04%"
"Aug 25, 2020","0.8449","0.8479","0.8487","0.8443","-0.39%"
"Aug 24, 2020","0.8482","0.8483","0.8486","0.8439","0.08%"
"Aug 21, 2020","0.8475","0.8432","0.8508","0.8415","0.53%"
"Aug 20, 2020","0.8430","0.8446","0.8474","0.8425","-0.20%"
"Aug 19, 2020","0.8447","0.8382","0.8454","0.8366","0.79%"
"Aug 18, 2020","0.8381","0.8424","0.8428","0.8357","-0.51%"
"Aug 17, 2020","0.8424","0.8446","0.8454","0.8417","-0.23%"
"Aug 14, 2020","0.8443","0.8464","0.8487","0.8438","-0.24%"
"Aug 13, 2020","0.8463","0.8485","0.8489","0.8428","-0.26%"
"Aug 12, 2020","0.8485","0.8518","0.8539","0.8464","-0.38%"
"Aug 11, 2020","0.8517","0.8520","0.8531","0.8469","-0.01%"
"Aug 10, 2020","0.8518","0.8483","0.8521","0.8473","0.41%"
"Aug 07, 2020","0.8483","0.8419","0.8507","0.8414","0.75%"
"Aug 06, 2020","0.8420","0.8429","0.8462","0.8392","-0.11%"
"Aug 05, 2020","0.8429","0.8474","0.8480","0.8399","-0.51%"
"Aug 04, 2020","0.8472","0.8500","0.8532","0.8469","-0.34%"
"Aug 03, 2020","0.8501","0.8486","0.8550","0.8476","0.14%"
"Jul 31, 2020","0.8490","0.8442","0.8504","0.8397","0.57%"
"Jul 30, 2020","0.8441","0.8483","0.8525","0.8439","-0.47%"
"Jul 29, 2020","0.8480","0.8533","0.8537","0.8469","-0.64%"
"Jul 28, 2020","0.8536","0.8508","0.8548","0.8493","0.31%"
"Jul 27, 2020","0.8510","0.8587","0.8594","0.8487","-0.82%"
"Jul 24, 2020","0.8579","0.8622","0.8635","0.8577","-0.51%"
"Jul 23, 2020","0.8623","0.8640","0.8666","0.8600","-0.23%"
"Jul 22, 2020","0.8644","0.8676","0.8691","0.8619","-0.37%"
"Jul 21, 2020","0.8676","0.8735","0.8755","0.8665","-0.70%"
"Jul 20, 2020","0.8737","0.8765","0.8771","0.8719","-0.16%"
"Jul 17, 2020","0.8751","0.8784","0.8789","0.8738","-0.38%"
"Jul 16, 2020","0.8784","0.8763","0.8795","0.8739","0.24%"
"Jul 15, 2020","0.8763","0.8771","0.8779","0.8732","-0.12%"
"Jul 14, 2020","0.8773","0.8816","0.8831","0.8765","-0.48%"
"Jul 13, 2020","0.8816","0.8850","0.8852","0.8791","-0.38%"
"Jul 10, 2020","0.8849","0.8863","0.8885","0.8830","-0.14%"
"Jul 09, 2020","0.8862","0.8827","0.8866","0.8794","0.40%"
"Jul 08, 2020","0.8826","0.8870","0.8880","0.8809","-0.51%"
"Jul 07, 2020","0.8871","0.8844","0.8882","0.8824","0.33%"
"Jul 06, 2020","0.8842","0.8895","0.8896","0.8813","-0.53%"
"Jul 03, 2020","0.8889","0.8896","0.8914","0.8886","-0.09%"
"Jul 02, 2020","0.8898","0.8888","0.8910","0.8847","0.11%"
"Jul 01, 2020","0.8888","0.8903","0.8941","0.8869","-0.17%"
"Jun 30, 2020","0.8903","0.8895","0.8936","0.8879","0.08%"
"Jun 29, 2020","0.8895","0.8907","0.8916","0.8858","-0.20%"
"Jun 26, 2020","0.8913","0.8913","0.8933","0.8896","-0.01%"
"Jun 25, 2020","0.8914","0.8888","0.8936","0.8880","0.30%"
"Jun 24, 2020","0.8888","0.8843","0.8891","0.8829","0.50%"
"Jun 23, 2020","0.8844","0.8881","0.8903","0.8810","-0.42%"
"Jun 22, 2020","0.8881","0.8941","0.8954","0.8873","-0.74%"
"Jun 19, 2020","0.8947","0.8924","0.8954","0.8885","0.24%"
"Jun 18, 2020","0.8926","0.8893","0.8940","0.8878","0.37%"
"Jun 17, 2020","0.8893","0.8878","0.8924","0.8853","0.17%"
"Jun 16, 2020","0.8878","0.8832","0.8907","0.8808","0.53%"
